charge	band	band	band...																																																																																															
0	-20.411	-19.667	-18.752	-18.721	-18.267	-18.108	-16.414	-16.202	-16.025	-15.789	-14.527	-12.736	-12.677	-12.232	-11.476	-10.805	-10.589	-10.428	-9.051	-8.905	-8.425	-8.245	-8.213	-8.057	-7.912	-7.816	-7.404	-7.295	-7.086	-6.717	-6.658	-6.609	-6.463	-6.339	-6.111	-6.005	-5.675	-5.587	-5.545	-5.429	-5.258	-5.161	-5.155	-5.144	-3.661	-3.582	-3.354	-3.105	-3.038	-2.713	-2.663	-2.642	-2.42	-1.962	-1.286	1.286	2.716	2.875	3.179	4.292	5.505	6.832	11.567	12.355	12.361	12.635	13.015	13.924	14.33	14.676	15.3	15.595	16.086	16.329	17.523	18.28	18.912	19.016	19.343	19.393	19.998	20.744	21.061	22.063	22.484	23.058	23.205	24.349	24.839	25.512	26.601	28.147	30.081	30.174	32.095	33.601	33.751	35.306
0.1	-20.351	-19.769	-18.84	-18.665	-18.367	-18.052	-16.491	-16.168	-16.136	-15.897	-14.436	-12.824	-12.589	-12.297	-11.406	-10.762	-10.664	-10.531	-9.144	-8.848	-8.381	-8.3	-8.223	-8.049	-7.899	-7.823	-7.385	-7.37	-7.152	-6.783	-6.675	-6.531	-6.511	-6.276	-6.125	-5.94	-5.638	-5.593	-5.513	-5.473	-5.325	-5.26	-5.255	-5.056	-3.714	-3.689	-3.367	-3.139	-3.028	-2.761	-2.641	-2.61	-2.528	-2.039	-1.363	1.363	2.774	2.785	3.079	4.189	5.572	6.71	11.678	12.354	12.486	12.772	13.036	14.01	14.255	14.624	15.359	15.558	16.183	16.334	17.547	18.354	18.806	19.138	19.194	19.508	19.981	20.617	21.169	21.975	22.443	23.114	23.164	24.25	24.889	25.591	26.731	28.222	29.849	30.169	31.844	33.61	33.671	35.28
0.2	-20.292	-19.88	-18.961	-18.605	-18.473	-18	-16.58	-16.256	-16.13	-16.018	-14.366	-12.931	-12.525	-12.378	-11.358	-10.83	-10.659	-10.64	-9.249	-8.799	-8.422	-8.364	-8.227	-8.019	-7.975	-7.75	-7.493	-7.332	-7.212	-6.873	-6.724	-6.579	-6.399	-6.235	-6.17	-5.935	-5.685	-5.632	-5.606	-5.404	-5.37	-5.365	-5.307	-5.017	-3.817	-3.815	-3.385	-3.226	-2.967	-2.891	-2.653	-2.571	-2.526	-2.126	-1.458	1.458	2.664	2.845	2.954	4.067	5.643	6.571	11.378	12.334	12.822	12.984	13.038	14.093	14.159	14.528	15.401	15.508	16.222	16.417	17.551	18.407	18.707	19.018	19.24	19.481	19.941	20.467	21.309	21.893	22.381	23.098	23.152	24.141	24.987	25.712	26.813	28.316	29.558	30.156	31.591	33.587	33.68	35.264
0.3	-20.2285	-19.9825	-19.0725	-18.5835	-18.5105	-17.9335	-16.6655	-16.3645	-16.1425	-16.0635	-14.2675	-13.0285	-12.4485	-12.4195	-11.2855	-10.9235	-10.7365	-10.5885	-9.3435	-8.7415	-8.4885	-8.4275	-8.2095	-8.0165	-7.9355	-7.6575	-7.5915	-7.2945	-7.2575	-6.9535	-6.7735	-6.6325	-6.3125	-6.1865	-6.1055	-5.9075	-5.6895	-5.6715	-5.5665	-5.4675	-5.4585	-5.4475	-5.2295	-4.9195	-3.9305	-3.9155	-3.3545	-3.3065	-3.0105	-2.9075	-2.7645	-2.4915	-2.4755	-2.2015	-1.5425	1.5425	2.5615	2.8395	2.9175	3.9555	5.7165	6.4445	11.5025	12.3255	12.9515	13.0535	13.1205	14.0695	14.1765	14.4365	15.4045	15.5085	16.1685	16.5205	17.5555	18.4255	18.6615	18.8515	19.3585	19.6205	19.9065	20.3155	21.3945	21.8395	22.3265	23.0565	23.2195	24.0425	25.0355	25.8115	26.9065	28.3935	29.2725	30.1905	31.3585	33.5255	33.6935	35.2725
0.4	-20.167	-20.083	-19.185	-18.677	-18.435	-17.866	-16.755	-16.471	-16.253	-16.011	-14.169	-13.128	-12.516	-12.319	-11.225	-11.018	-10.826	-10.512	-9.44	-8.705	-8.553	-8.496	-8.237	-8.003	-7.845	-7.694	-7.565	-7.318	-7.246	-7.035	-6.83	-6.693	-6.227	-6.166	-6.026	-5.896	-5.776	-5.627	-5.598	-5.55	-5.505	-5.433	-5.152	-4.82	-4.048	-4.025	-3.389	-3.316	-3.13	-2.877	-2.849	-2.431	-2.411	-2.273	-1.627	1.627	2.457	2.725	2.99	3.843	5.79	6.316	11.627	12.313	13.066	13.081	13.257	13.977	14.219	14.376	15.355	15.548	16.111	16.629	17.547	18.363	18.671	18.697	19.476	19.76	19.86	20.156	21.442	21.824	22.269	23.013	23.29	23.946	25.08	25.914	26.995	28.467	28.986	30.225	31.135	33.472	33.706	35.296
0.5	-20.192	-20.098	-19.299	-18.775	-18.354	-17.796	-16.848	-16.576	-16.368	-15.954	-14.071	-13.228	-12.586	-12.217	-11.205	-11.091	-10.899	-10.434	-9.537	-8.724	-8.612	-8.523	-8.298	-7.956	-7.798	-7.749	-7.474	-7.364	-7.224	-7.118	-6.876	-6.76	-6.169	-6.141	-5.976	-5.866	-5.842	-5.695	-5.636	-5.605	-5.498	-5.345	-5.075	-4.72	-4.168	-4.14	-3.472	-3.275	-3.249	-2.99	-2.789	-2.416	-2.331	-2.315	-1.711	1.711	2.352	2.612	3.062	3.729	5.864	6.189	11.751	12.298	13.076	13.21	13.392	13.88	14.152	14.417	15.289	15.585	16.061	16.739	17.523	18.252	18.507	18.752	19.592	19.783	19.902	20.005	21.439	21.862	22.206	22.971	23.363	23.852	25.119	26.021	27.079	28.532	28.71	30.258	30.922	33.428	33.718	35.334
0.6	-20.293	-20.045	-19.422	-18.88	-18.28	-17.73	-16.946	-16.679	-16.492	-15.9	-13.978	-13.332	-12.675	-12.121	-11.277	-11.133	-10.923	-10.362	-9.648	-8.809	-8.695	-8.506	-8.36	-7.914	-7.908	-7.657	-7.413	-7.389	-7.229	-7.198	-6.903	-6.84	-6.192	-6.06	-5.961	-5.938	-5.807	-5.757	-5.716	-5.688	-5.444	-5.249	-5.004	-4.624	-4.286	-4.282	-3.561	-3.378	-3.243	-3.093	-2.735	-2.464	-2.3	-2.257	-1.79	1.79	2.249	2.487	3.128	3.626	5.931	6.055	11.868	12.188	13.1	13.331	13.521	13.785	14.017	14.49	15.247	15.596	16.027	16.843	17.507	18.085	18.3	18.818	19.61	19.702	19.832	20.04	21.436	21.93	22.185	22.934	23.431	23.782	25.15	26.126	27.133	28.425	28.618	30.283	30.709	33.386	33.724	35.376
0.7	-20.391	-19.988	-19.537	-18.977	-18.202	-17.659	-17.045	-16.776	-16.61	-15.841	-13.882	-13.431	-12.747	-12.02	-11.374	-11.197	-10.888	-10.284	-9.745	-8.895	-8.773	-8.512	-8.376	-8.022	-7.859	-7.559	-7.452	-7.305	-7.281	-7.255	-6.927	-6.88	-6.246	-6.057	-5.975	-5.913	-5.876	-5.765	-5.753	-5.656	-5.371	-5.143	-4.93	-4.523	-4.407	-4.402	-3.647	-3.493	-3.241	-3.168	-2.676	-2.529	-2.261	-2.178	-1.873	1.873	2.145	2.376	3.198	3.511	5.928	6.005	11.989	12.174	13.097	13.458	13.655	13.685	13.887	14.577	15.169	15.577	16.026	16.951	17.438	17.928	18.141	18.883	19.488	19.702	19.819	20.174	21.378	22.005	22.143	22.889	23.494	23.711	25.18	26.238	27.184	28.184	28.679	30.31	30.527	33.363	33.734	35.439
0.8	-20.4815	-19.9405	-19.6435	-19.0665	-18.1335	-17.5945	-17.1405	-16.8635	-16.7195	-15.7885	-13.7955	-13.5215	-12.8105	-11.9285	-11.4685	-11.2745	-10.8345	-10.2135	-9.8325	-8.9795	-8.8475	-8.5655	-8.3415	-8.1225	-7.8245	-7.4945	-7.4595	-7.3655	-7.2925	-7.2235	-6.9825	-6.8645	-6.3045	-6.1465	-5.9935	-5.8975	-5.8405	-5.8305	-5.7665	-5.5635	-5.3055	-5.0405	-4.8645	-4.5205	-4.5145	-4.4305	-3.7295	-3.5925	-3.3275	-3.1525	-2.6235	-2.5905	-2.2255	-2.1075	-1.9475	1.9475	2.0475	2.2735	3.2585	3.4035	5.8125	6.0675	12.0995	12.1675	13.0955	13.5745	13.5905	13.7625	13.7795	14.6565	15.0905	15.5305	16.0495	17.0475	17.3355	17.7905	18.0015	18.9155	19.3525	19.6235	19.9205	20.2925	21.3115	22.0245	22.1535	22.8525	23.5195	23.6805	25.2015	26.3425	27.1905	27.9995	28.7345	30.3265	30.3755	33.3545	33.7395	35.5115
0.9	-20.527	-19.932	-19.695	-19.113	-18.111	-17.568	-17.191	-16.909	-16.774	-15.766	-13.758	-13.563	-12.822	-11.881	-11.516	-11.319	-10.813	-10.182	-9.872	-9.02	-8.881	-8.602	-8.321	-8.17	-7.815	-7.499	-7.421	-7.402	-7.309	-7.193	-7.012	-6.848	-6.327	-6.191	-6.032	-5.862	-5.843	-5.819	-5.745	-5.515	-5.279	-4.98	-4.839	-4.579	-4.572	-4.385	-3.773	-3.638	-3.375	-3.143	-2.619	-2.6	-2.22	-2.081	-1.978	1.978	2.001	2.219	3.275	3.353	5.751	6.087	12.16	12.203	13.136	13.55	13.648	13.693	13.855	14.702	15.064	15.5	16.061	17.095	17.256	17.733	17.933	18.897	19.291	19.609	19.967	20.328	21.28	22.007	22.177	22.85	23.518	23.699	25.209	26.389	27.164	27.924	28.753	30.298	30.332	33.379	33.735	35.6
1	-20.547	-19.933	-19.716	-19.134	-18.101	-17.55	-17.214	-16.932	-16.797	-15.75	-13.734	-13.576	-12.804	-11.846	-11.536	-11.34	-10.8	-10.161	-9.884	-9.033	-8.889	-8.619	-8.305	-8.188	-7.807	-7.493	-7.412	-7.391	-7.309	-7.177	-7.022	-6.829	-6.327	-6.209	-6.042	-5.838	-5.824	-5.794	-5.707	-5.481	-5.265	-4.93	-4.825	-4.608	-4.598	-4.352	-3.791	-3.655	-3.392	-3.134	-2.627	-2.582	-2.219	-2.065	-1.981	1.981	1.999	2.192	3.279	3.333	5.72	6.095	12.206	12.262	13.202	13.538	13.658	13.709	13.914	14.74	15.065	15.487	16.068	17.128	17.192	17.717	17.904	18.861	19.272	19.628	19.987	20.339	21.271	22.002	22.188	22.867	23.525	23.731	25.22	26.415	27.132	27.899	28.759	30.272	30.332	33.425	33.735	35.702
