charge	band	band	band...																																																																																															
-1	-20.334	-19.829	-19.456	-18.965	-17.331	-17.185	-16.839	-16.784	-16.675	-15.163	-13.763	-13.511	-12.939	-11.777	-11.48	-11.155	-10.182	-10.123	-9.463	-9.169	-8.922	-8.568	-8.413	-7.869	-7.553	-7.508	-7.483	-7.226	-7.109	-6.908	-6.764	-6.717	-6.608	-6.557	-6.308	-5.969	-5.886	-5.544	-5.388	-5.354	-4.722	-4.556	-4.528	-4.506	-4.393	-3.796	-3.588	-3.499	-3.426	-2.794	-2.474	-2.312	-2.193	-2.013	-1.652	1.652	1.971	2.367	3.222	3.856	5.939	6.266	10.765	11.293	12.365	12.61	12.952	13.702	13.935	14.223	14.514	15.22	15.942	16.322	16.851	17.869	18.108	18.645	18.797	18.982	19.681	19.758	20.825	21.43	21.551	22.053	22.301	22.778	23.448	26.272	26.524	27.417	28.808	29.712	30.749	31.19	33.056	34.261
-0.9	-20.257	-19.71	-19.524	-18.9	-17.456	-17.07	-16.89	-16.748	-16.605	-15.229	-13.644	-13.39	-13.109	-11.865	-11.387	-11.083	-10.29	-10.012	-9.572	-9.075	-8.838	-8.431	-8.356	-7.855	-7.55	-7.454	-7.394	-7.26	-7.163	-6.934	-6.856	-6.668	-6.51	-6.474	-6.311	-5.893	-5.81	-5.63	-5.475	-5.438	-4.871	-4.652	-4.525	-4.433	-4.423	-3.683	-3.612	-3.526	-3.384	-2.794	-2.46	-2.345	-2.12	-2.034	-1.749	1.749	2.074	2.451	3.327	3.77	6.033	6.251	10.927	11.469	12.362	12.595	13.095	13.547	14.017	14.364	14.512	15.306	15.973	16.445	16.919	18.009	18.245	18.7	18.914	19.285	19.749	19.791	20.94	21.556	21.811	21.976	22.4	22.817	23.542	26.51	26.583	27.232	28.955	29.471	30.899	31.371	33.152	34.379
-0.8	-20.187	-19.615	-19.595	-18.838	-17.603	-16.983	-16.961	-16.686	-16.533	-15.301	-13.537	-13.312	-13.262	-11.968	-11.302	-11.018	-10.419	-9.903	-9.697	-8.987	-8.76	-8.312	-8.292	-7.896	-7.565	-7.389	-7.358	-7.338	-7.174	-6.995	-6.906	-6.648	-6.468	-6.377	-6.254	-5.823	-5.745	-5.737	-5.575	-5.529	-5.05	-4.818	-4.586	-4.345	-4.329	-3.813	-3.581	-3.472	-3.283	-2.829	-2.458	-2.366	-2.132	-1.991	-1.863	1.863	2.168	2.526	3.425	3.682	6.118	6.25	11.081	11.636	12.336	12.572	13.23	13.276	14.099	14.493	14.507	15.365	15.98	16.56	16.904	18.133	18.374	18.735	19.025	19.481	19.832	19.894	21.039	21.586	21.723	22.279	22.5	22.867	23.628	26.505	26.652	27.418	29.091	29.206	31.042	31.624	33.241	34.486
-0.7	-20.077	-19.654	-19.442	-18.733	-17.694	-17.059	-16.826	-16.579	-16.413	-15.361	-13.421	-13.378	-13.104	-12.011	-11.173	-10.915	-10.49	-9.784	-9.748	-8.856	-8.639	-8.214	-8.125	-7.935	-7.547	-7.388	-7.311	-7.248	-7.118	-7.043	-6.838	-6.623	-6.38	-6.223	-6.109	-5.794	-5.707	-5.641	-5.617	-5.558	-5.135	-4.879	-4.675	-4.208	-4.19	-3.93	-3.443	-3.359	-3.137	-2.838	-2.459	-2.309	-2.13	-1.917	-1.866	1.866	2.305	2.649	3.572	3.614	6.221	6.252	11.283	11.852	12.361	12.627	13.172	13.412	14.226	14.495	14.676	15.481	16.046	16.722	16.866	18.287	18.538	18.857	19.183	19.529	20.03	20.086	21.169	21.533	21.838	22.453	22.647	23.053	23.761	26.53	26.559	27.648	29.084	29.275	31.227	31.858	33.361	34.634
-0.6	-20.018	-19.749	-19.337	-18.675	-17.834	-17.202	-16.743	-16.515	-16.339	-15.478	-13.564	-13.287	-12.986	-12.102	-11.098	-10.87	-10.599	-9.923	-9.644	-8.776	-8.57	-8.176	-8.042	-8	-7.619	-7.451	-7.33	-7.183	-7.151	-7.079	-6.811	-6.649	-6.324	-6.115	-6.003	-5.901	-5.732	-5.665	-5.61	-5.564	-5.254	-4.992	-4.802	-4.122	-4.109	-4.084	-3.374	-3.277	-3.046	-2.904	-2.531	-2.288	-2.177	-2.019	-1.787	1.787	2.389	2.722	3.491	3.67	6.129	6.331	11.436	12.018	12.327	12.635	13.034	13.543	14.291	14.44	14.805	15.537	16.067	16.763	16.847	18.381	18.653	18.909	19.294	19.502	20.129	20.241	21.193	21.475	21.928	22.545	22.736	23.235	23.844	26.309	26.553	27.83	28.961	29.402	31.36	32.053	33.425	34.728
-0.5	-19.9615	-19.8485	-19.2335	-18.6165	-17.9775	-17.3515	-16.6715	-16.4435	-16.2605	-15.5995	-13.7165	-13.1925	-12.8645	-12.1955	-11.0305	-10.8565	-10.6705	-10.0655	-9.5425	-8.6985	-8.5025	-8.1895	-8.1055	-7.8795	-7.7155	-7.5545	-7.3115	-7.2635	-7.1115	-7.0625	-6.7995	-6.6385	-6.2655	-6.0185	-5.9985	-5.8945	-5.8225	-5.7265	-5.5675	-5.5015	-5.3645	-5.1045	-4.9295	-4.2655	-4.0325	-4.0095	-3.3195	-3.1805	-3.0215	-2.9105	-2.6095	-2.2995	-2.1925	-2.1225	-1.7065	1.7065	2.4715	2.7955	3.3675	3.7695	6.0325	6.4125	11.5875	12.1835	12.2745	12.6405	12.8905	13.6735	14.3105	14.4265	14.9325	15.5815	16.0925	16.6685	16.9565	18.4635	18.7665	18.9235	19.4055	19.4655	20.2275	20.3155	21.1415	21.5225	22.0215	22.6455	22.8195	23.4445	23.9305	26.0735	26.5555	27.9965	28.9065	29.5265	31.4895	32.2715	33.4855	34.8205
-0.4	-19.9605	-19.8975	-19.1315	-18.5555	-18.1245	-17.5065	-16.6085	-16.3655	-16.1775	-15.7245	-13.8745	-13.0995	-12.7425	-12.2905	-11.0085	-10.8785	-10.6655	-10.2115	-9.4425	-8.6295	-8.4415	-8.2975	-8.0825	-7.8155	-7.7595	-7.6745	-7.3855	-7.2715	-7.1035	-7.0285	-6.7795	-6.5985	-6.2225	-6.1235	-5.9085	-5.8855	-5.8105	-5.7825	-5.5405	-5.4445	-5.4245	-5.2175	-5.0585	-4.4375	-3.9455	-3.9215	-3.2695	-3.0945	-3.0775	-2.8255	-2.6905	-2.3545	-2.2425	-2.1545	-1.6255	1.6255	2.5525	2.8695	3.2435	3.8695	5.9345	6.4935	11.7395	12.1985	12.3475	12.6435	12.7515	13.8035	14.2615	14.4745	15.0595	15.6115	16.1245	16.5645	17.0685	18.5285	18.8695	18.9075	19.4195	19.5195	20.2555	20.3285	21.1165	21.6185	22.1145	22.7565	22.8995	23.6715	24.0215	25.8565	26.5615	28.0915	28.9765	29.6475	31.6145	32.5075	33.5405	34.9125
-0.3	-20.066	-19.846	-19.031	-18.493	-18.274	-17.665	-16.554	-16.286	-16.092	-15.852	-14.035	-13.009	-12.62	-12.389	-11.093	-10.836	-10.622	-10.359	-9.345	-8.594	-8.419	-8.354	-8.076	-7.897	-7.798	-7.643	-7.51	-7.238	-7.168	-6.957	-6.736	-6.556	-6.255	-6.193	-5.974	-5.87	-5.78	-5.707	-5.569	-5.401	-5.373	-5.324	-5.186	-4.612	-3.859	-3.837	-3.223	-3.173	-2.976	-2.78	-2.727	-2.424	-2.355	-2.117	-1.544	1.544	2.632	2.944	3.118	3.971	5.834	6.575	11.89	12.09	12.511	12.625	12.643	13.933	14.192	14.537	15.184	15.62	16.164	16.456	17.18	18.553	18.843	18.997	19.37	19.634	20.075	20.427	21.135	21.728	22.207	22.873	22.976	23.906	24.125	25.677	26.572	28.114	29.177	29.767	31.736	32.758	33.591	35.004
-0.2	-20.179	-19.789	-18.931	-18.45	-18.404	-17.82	-16.504	-16.202	-16.014	-15.963	-14.199	-12.917	-12.501	-12.481	-11.215	-10.768	-10.566	-10.503	-9.247	-8.659	-8.403	-8.316	-8.129	-7.941	-7.886	-7.64	-7.527	-7.265	-7.183	-6.879	-6.685	-6.525	-6.372	-6.207	-6.063	-5.903	-5.697	-5.662	-5.531	-5.423	-5.324	-5.321	-5.295	-4.79	-3.771	-3.755	-3.26	-3.165	-2.877	-2.865	-2.629	-2.5	-2.473	-2.07	-1.459	1.459	2.712	2.987	3.024	4.076	5.729	6.659	11.943	12.044	12.519	12.64	12.677	14.064	14.11	14.599	15.306	15.582	16.203	16.353	17.294	18.504	18.823	19.11	19.311	19.752	19.825	20.53	21.153	21.84	22.3	22.975	23.053	24.111	24.28	25.551	26.589	28.109	29.455	29.888	31.856	33.022	33.642	35.099
-0.1	-20.2935	-19.7265	-18.8295	-18.5865	-18.3445	-17.9645	-16.4525	-16.1125	-16.0985	-15.8915	-14.3625	-12.8225	-12.5855	-12.3615	-11.3435	-10.7145	-10.6205	-10.4965	-9.1465	-8.7745	-8.3595	-8.2915	-8.1855	-8.0195	-7.8615	-7.7735	-7.4095	-7.3335	-7.1355	-6.7955	-6.6475	-6.5005	-6.4885	-6.2425	-6.1275	-5.9465	-5.6585	-5.5765	-5.5455	-5.4295	-5.3715	-5.2445	-5.2295	-4.9675	-3.6945	-3.6705	-3.3235	-3.1145	-2.9745	-2.7575	-2.5925	-2.5795	-2.5205	-2.0155	-1.3725	1.3725	2.7945	2.8525	3.1025	4.1845	5.6185	6.7465	11.7665	12.2005	12.4335	12.6385	12.8465	14.0195	14.1985	14.6475	15.3905	15.5135	16.1825	16.3015	17.4105	18.4065	18.8595	19.2165	19.2335	19.5685	19.8745	20.6375	21.1365	21.9525	22.3935	23.0385	23.1285	24.2455	24.5355	25.4875	26.5945	28.1135	29.7715	30.0145	31.9785	33.3065	33.6975	35.2025
